a,b,winner,location,date,a_bat,a_bowl,b_bat,b_bowl
South Africa,England,South Africa,Centurion,9-Feb-16,374.8821065,53.39369568,300.775564,54.279781
South Africa,England,South Africa,Johannesburg,12-Feb-16,375.9190642,54.97835046,303.1224028,48.95100332
South Africa,England,South Africa,Cape Town,14-Feb-16,373.0859873,54.97835046,312.1478177,48.95100332
West Indies,South Africa,West Indies,Providence,3-Jun-16,309.1512221,62.30689852,283.9130366,57.58647953
West Indies,Australia,Australia,Providence,5-Jun-16,315.3895304,73.62984366,286.2251001,57.58647953
Australia,South Africa,South Africa,Providence,7-Jun-16,326.236078,70.07219731,301.6299298,52.05606549
Australia,South Africa,Australia,Basseterre,11-Jun-16,355.7483761,64.44316205,300.5765742,64.57514269
West Indies,Australia,West Indies,Basseterre,13-Jun-16,333.5246934,60.88551569,287.2879771,57.58647953
West Indies,South Africa,South Africa,Basseterre,15-Jun-16,302.8996251,47.24319788,287.5545193,57.58647953
West Indies,Australia,Australia,Bridgetown,21-Jun-16,355.190225,60.55445342,287.8758785,44.92970469
England,Sri Lanka,England,Birmingham,24-Jun-16,382.2806018,50.77326469,290.0411569,46.1321477
West Indies,South Africa,West Indies,Bridgetown,24-Jun-16,304.8520685,61.11500316,288.3244057,44.92970469
West Indies,Australia,Australia,Bridgetown,26-Jun-16,319.6058124,74.43852078,288.8731557,44.92970469
England,Sri Lanka,England,The Oval,29-Jun-16,396.5222685,50.77326469,292.6723684,35.04410741
England,Sri Lanka,England,Cardiff,2-Jul-16,333.2860871,51.50375455,298.8282137,21.960957
Sri Lanka,Australia,Australia,Colombo (RPS),21-Aug-16,300.1770849,54.74616891,326.3465669,29.19168311
England,Pakistan,England,Southampton,24-Aug-16,395.5604744,39.76301755,347.7860761,74.16327666
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),24-Aug-16,302.5322364,51.67659619,373.3843125,20.82633155
England,Pakistan,England,Lord's,27-Aug-16,397.3166832,39.76301755,310.0967667,59.13833691
Sri Lanka,Australia,Australia,Dambulla,28-Aug-16,337.1005621,67.76839752,374.8228582,20.82633155
England,Pakistan,England,Nottingham,30-Aug-16,397.1623975,39.76301755,266.2814683,44.00348559
Sri Lanka,Australia,Australia,Dambulla,31-Aug-16,334.9498726,52.90774975,249.3655539,29.84647807
England,Pakistan,England,Leeds,1-Sep-16,375.652922,50.39052588,285.7854952,40.34345802
England,Pakistan,Pakistan,Cardiff,4-Sep-16,338.2126421,31.2313884,357.4816572,51.80392498
Sri Lanka,Australia,Australia,Pallekele,4-Sep-16,336.0135783,52.90774975,255.6828119,20.7014539
Bangladesh,Afghanistan,Bangladesh,Dhaka,25-Sep-16,275.2614327,66.32779921,315.2100979,51.24137694
Bangladesh,Afghanistan,Afghanistan,Dhaka,28-Sep-16,299.4769607,66.32779921,281.2202128,51.24137694
Pakistan,West Indies,Pakistan,Sharjah,30-Sep-16,336.5076312,50.40070508,254.9571405,44.92970469
South Africa,Australia,South Africa,Centurion,30-Sep-16,344.7386915,35.22544066,280.8553023,52.38316151
Bangladesh,Afghanistan,Bangladesh,Dhaka,1-Oct-16,328.3857668,77.25745871,278.5035462,50.19779225
Pakistan,West Indies,Pakistan,Sharjah,2-Oct-16,360.8790598,50.40070508,255.976989,44.92970469
South Africa,Australia,South Africa,Johannesburg,2-Oct-16,351.5425299,35.22544066,282.3950346,52.38316151
Pakistan,West Indies,Pakistan,Abu Dhabi,5-Oct-16,331.584734,47.25387146,183.0140967,36.12681895
South Africa,Australia,South Africa,Durban,5-Oct-16,351.174891,35.22544066,301.0347587,41.57188975
Bangladesh,England,England,Dhaka,7-Oct-16,263.2193408,50.19779225,250.640534,40.67599506
South Africa,Australia,South Africa,Port Elizabeth,9-Oct-16,352.0431963,35.22544066,293.2817281,25.87497239
Bangladesh,England,Bangladesh,Dhaka,9-Oct-16,295.3875992,50.19779225,262.790534,40.67599506
South Africa,Australia,South Africa,Cape Town,12-Oct-16,315.0752259,22.20321205,301.4892144,54.09096695
Bangladesh,England,England,Chattogram,12-Oct-16,297.7485479,50.19779225,232.8379747,39.76301755
India,New Zealand,India,Dharamsala,16-Oct-16,191.5175794,37.39978248,347.1942976,61.54362867
India,New Zealand,New Zealand,Delhi,20-Oct-16,191.8289755,37.39978248,343.609256,57.98361657
India,New Zealand,India,Mohali,23-Oct-16,191.4727382,37.39978248,349.6143733,67.45459756
India,New Zealand,New Zealand,Ranchi,26-Oct-16,192.2334036,50.76651463,326.5801673,53.4204172
India,New Zealand,India,Visakhapatnam,29-Oct-16,192.2706638,37.39978248,342.855321,63.80704293
Sri Lanka,West Indies,West Indies,Harare,16-Nov-16,174.8477443,32.84323543,137.5243846,28.55890559
Sri Lanka,West Indies,Sri Lanka,Bulawayo,23-Nov-16,174.0286967,32.84323543,137.8877179,28.55890559
Australia,New Zealand,Australia,Sydney,4-Dec-16,304.4256121,66.06168387,275.1620309,45.6988191
Australia,New Zealand,Australia,Canberra,6-Dec-16,352.6387152,64.77736867,283.1474476,57.06797183
Australia,New Zealand,Australia,Melbourne,9-Dec-16,355.0230009,64.77736867,279.1878811,35.91567859
New Zealand,Bangladesh,New Zealand,Christchurch,26-Dec-16,318.7309384,59.99512452,330.0931906,45.38665959
New Zealand,Bangladesh,New Zealand,Nelson,29-Dec-16,225.688917,40.41812161,335.3681906,45.38665959
New Zealand,Bangladesh,New Zealand,Nelson,31-Dec-16,225.967663,59.99512452,333.6265239,53.69184856
Australia,Pakistan,Australia,Brisbane,13-Jan-17,313.2398635,48.81254805,305.865375,63.5751778
India,England,India,Pune,15-Jan-17,370.1763262,39.69135324,307.5493366,59.01203843
Australia,Pakistan,Pakistan,Melbourne,15-Jan-17,356.9321255,63.73492863,345.2936583,74.67297658
India,England,India,Cuttack,19-Jan-17,404.3591319,40.06713616,323.2244919,59.98619244
Australia,Pakistan,Australia,Perth,19-Jan-17,314.3554697,38.16832956,346.6043482,74.67297658
India,England,England,Kolkata,22-Jan-17,384.5193972,40.06713616,307.8959965,59.98619244
Australia,Pakistan,Australia,Sydney,22-Jan-17,276.6068485,54.1534589,357.9930054,74.67297658
Australia,Pakistan,Australia,Adelaide,26-Jan-17,275.7551701,65.31807701,323.3426156,71.87550929
South Africa,Sri Lanka,South Africa,Port Elizabeth,28-Jan-17,337.5924903,59.74573987,233.280004,33.214573
New Zealand,Australia,New Zealand,Auckland,30-Jan-17,223.9902568,54.0599361,346.3657822,46.24084381
South Africa,Sri Lanka,South Africa,Durban,1-Feb-17,337.6647991,59.74573987,271.7858366,33.214573
South Africa,Sri Lanka,South Africa,Johannesburg,4-Feb-17,329.2927629,62.55670975,272.569473,21.32619308
New Zealand,Australia,New Zealand,Hamilton,5-Feb-17,223.4269235,65.31807701,325.3426415,46.24084381
South Africa,Sri Lanka,South Africa,Cape Town,7-Feb-17,300.4277268,53.15635392,234.4770306,21.71062388
South Africa,Sri Lanka,South Africa,Centurion,10-Feb-17,330.6820126,59.74573987,235.5738255,21.32619308
New Zealand,South Africa,South Africa,Hamilton,19-Feb-17,280.9199988,46.32562568,329.1664848,48.75411412
New Zealand,South Africa,New Zealand,Christchurch,22-Feb-17,282.3115139,46.32562568,336.5804428,60.20115613
New Zealand,South Africa,South Africa,Wellington,25-Feb-17,283.8488308,46.24084381,308.350696,63.65076897
New Zealand,South Africa,New Zealand,Hamilton,1-Mar-17,290.3748208,48.56524403,336.3698235,63.05392045
West Indies,England,England,North Sound,3-Mar-17,378.7528916,45.11526581,284.0635582,44.68485918
New Zealand,South Africa,South Africa,Auckland,4-Mar-17,290.7268987,48.56524403,336.7589063,62.55670975
West Indies,England,England,North Sound,5-Mar-17,386.2128916,45.11526581,306.6052249,44.68485918
West Indies,England,England,Bridgetown,9-Mar-17,401.1838289,45.11526581,305.6202249,43.43706776
Sri Lanka,Bangladesh,Bangladesh,Dambulla,25-Mar-17,309.4295703,63.13277308,299.7044256,31.5090833
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),1-Apr-17,311.970247,63.13277308,344.3411791,43.39746322
West Indies,Pakistan,West Indies,Providence,7-Apr-17,295.3623512,86.48167438,229.0870075,54.1585943
West Indies,Pakistan,Pakistan,Providence,9-Apr-17,293.3632949,88.61474365,252.6670075,54.1585943
West Indies,Pakistan,Pakistan,Providence,11-Apr-17,293.9593209,88.61474365,245.8036741,44.68485918
Bangladesh,New Zealand,New Zealand,Dublin,17-May-17,309.7425666,62.886804,292.1849277,34.22833295
Bangladesh,New Zealand,Bangladesh,Dublin,24-May-17,343.0799827,62.886804,339.0549137,58.70064434
England,South Africa,England,Leeds,24-May-17,408.1471622,41.78964063,343.3629593,59.74573987
England,South Africa,England,Southampton,27-May-17,379.2779943,39.00323744,339.724668,47.54175658
England,South Africa,South Africa,Lord's,29-May-17,308.7266191,41.19431697,341.7346623,48.17890167
England,Bangladesh,England,The Oval,1-Jun-17,351.8416471,62.886804,405.1008527,39.37538424
South Africa,Sri Lanka,South Africa,The Oval,3-Jun-17,340.374938,63.19385484,314.7418675,33.39003858
India,Pakistan,India,Birmingham,4-Jun-17,358.5251623,58.10330718,288.8261322,86.48167438
England,New Zealand,England,Cardiff,6-Jun-17,377.2383973,39.00323744,346.6392717,57.50465308
Pakistan,South Africa,Pakistan,Birmingham,7-Jun-17,246.1401189,88.61474365,335.7774312,63.19385484
India,Sri Lanka,Sri Lanka,The Oval,8-Jun-17,363.4649827,58.10330718,317.055143,53.58690066
Bangladesh,New Zealand,Bangladesh,Cardiff,9-Jun-17,310.8751081,73.31786811,348.4063657,57.50465308
West Indies,Afghanistan,Afghanistan,Gros Islet,9-Jun-17,253.6706521,83.70132962,225.4370075,41.50984878
England,Australia,England,Birmingham,10-Jun-17,306.8481428,62.5552373,371.9509747,39.00323744
India,South Africa,India,The Oval,11-Jun-17,356.1898077,59.98619244,341.083834,62.69664414
West Indies,Afghanistan,West Indies,Gros Islet,11-Jun-17,273.1706521,83.70132962,268.5932642,41.50984878
Pakistan,Sri Lanka,Pakistan,Cardiff,12-Jun-17,252.6934619,74.67297658,308.6624219,53.58690066
England,Pakistan,Pakistan,Cardiff,14-Jun-17,373.7894159,39.00323744,256.9924998,74.78416514
Bangladesh,India,India,Birmingham,15-Jun-17,312.1800743,73.31786811,358.9341781,59.98619244
India,Pakistan,Pakistan,The Oval,18-Jun-17,362.1448792,59.98619244,249.1877379,88.61474365
West Indies,India,India,Port of Spain,25-Jun-17,324.8656723,55.90787055,233.1320075,43.43706776
West Indies,India,India,North Sound,30-Jun-17,327.6841351,55.90787055,209.7022005,33.96333264
West Indies,India,West Indies,North Sound,2-Jul-17,344.1159072,56.4435585,209.2522005,43.43706776
West Indies,India,India,Kingston,6-Jul-17,343.9876215,56.4435585,207.4426767,43.43706776
Sri Lanka,India,India,Dambulla,20-Aug-17,291.8666618,63.49844898,294.2286604,32.26070758
Sri Lanka,India,India,Pallekele,24-Aug-17,292.5042466,63.49844898,293.4982656,33.29013068
Sri Lanka,India,India,Pallekele,27-Aug-17,291.0580795,63.49844898,280.9681559,33.29013068
Sri Lanka,India,India,Colombo (RPS),31-Aug-17,287.875952,50.60018831,212.9428417,33.29013068
Sri Lanka,India,India,Colombo (RPS),3-Sep-17,282.3462696,52.87757302,207.2950091,33.29013068
India,Australia,India,Chennai,17-Sep-17,274.3129479,47.38167935,319.8622005,63.00995462
England,West Indies,England,Manchester,19-Sep-17,401.4535838,42.48139255,292.8168885,54.54698704
India,Australia,India,Kolkata,21-Sep-17,234.7285151,36.36860375,329.5000857,63.00995462
India,Australia,India,Indore,24-Sep-17,251.3000862,36.36860375,324.9062159,63.00995462
England,West Indies,England,Bristol,24-Sep-17,406.7920759,42.48139255,295.2541595,54.54698704
England,West Indies,England,The Oval,27-Sep-17,393.5582296,40.82589889,294.8720167,51.37197664
India,Australia,Australia,Bengaluru,28-Sep-17,231.9714777,47.62674466,325.2423494,59.71315622
England,West Indies,England,Southampton,29-Sep-17,363.7808222,29.83069569,222.3137052,40.35218634
India,Australia,India,Nagpur,1-Oct-17,271.3658431,47.38167935,325.9343756,61.77256872
Pakistan,Sri Lanka,Pakistan,Dubai (DSC),13-Oct-17,248.4767091,74.78416514,290.0822728,32.89915266
South Africa,Bangladesh,South Africa,Kimberley,15-Oct-17,281.6315582,47.75120417,307.6925183,52.65914322
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,16-Oct-17,250.5250349,74.78416514,285.7468959,32.89915266
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,18-Oct-17,175.2396456,61.59964133,267.4664592,21.39520355
South Africa,Bangladesh,South Africa,Paarl,18-Oct-17,327.7432617,47.75120417,305.2022307,52.65914322
Pakistan,Sri Lanka,Pakistan,Sharjah,20-Oct-17,208.6043736,74.78416514,276.2848326,32.89915266
India,New Zealand,New Zealand,Mumbai,22-Oct-17,318.6679051,63.00995462,303.8170046,47.21067674
South Africa,Bangladesh,South Africa,East London,22-Oct-17,305.8546052,47.75120417,208.9729034,38.85654759
Pakistan,Sri Lanka,Pakistan,Sharjah,23-Oct-17,209.017787,62.26403935,276.047101,10.18289022
India,New Zealand,India,Pune,25-Oct-17,319.0212064,63.49844898,307.9720262,47.21067674
India,New Zealand,India,Kanpur,29-Oct-17,320.8395158,63.49844898,308.6733503,47.21067674
India,Sri Lanka,Sri Lanka,Dharamsala,10-Dec-17,264.3901658,63.00995462,310.2050375,52.73536848
India,Sri Lanka,India,Mohali,13-Dec-17,262.4512243,50.68618412,309.0288056,52.73536848
India,Sri Lanka,India,Visakhapatnam,17-Dec-17,262.8261258,63.00995462,273.5416934,52.73536848
New Zealand,West Indies,New Zealand,Whangarei,20-Dec-17,219.4710543,46.93319384,247.1406417,40.45680509
New Zealand,West Indies,New Zealand,Christchurch,23-Dec-17,215.9492317,47.85852602,211.7022005,32.03611366
New Zealand,West Indies,New Zealand,Christchurch,26-Dec-17,248.1396857,47.16617599,216.0935411,51.37793863
New Zealand,Pakistan,New Zealand,Wellington,6-Jan-18,313.1141192,47.95475675,270.9719239,77.37058499
New Zealand,Pakistan,New Zealand,Nelson,9-Jan-18,318.5981059,47.95475675,267.8510481,77.37058499
New Zealand,Pakistan,New Zealand,Dunedin,13-Jan-18,315.5792994,47.95475675,275.2382839,77.37058499
Australia,England,England,Melbourne,14-Jan-18,336.084898,47.22539763,377.4527543,41.87867579
New Zealand,Pakistan,New Zealand,Hamilton,16-Jan-18,350.2826324,47.95475675,277.0218582,77.37058499
New Zealand,Pakistan,New Zealand,Wellington,19-Jan-18,358.3299156,46.38597775,268.2834264,42.14715967
Australia,England,England,Brisbane,19-Jan-18,334.470534,25.08456841,379.5346493,41.87867579
Bangladesh,Sri Lanka,Bangladesh,Dhaka,19-Jan-18,297.5075624,54.09295111,281.649496,52.24385522
Australia,England,England,Sydney,21-Jan-18,325.2048904,61.73937995,380.6646789,41.87867579
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,25-Jan-18,297.6109831,54.09295111,280.6824946,53.96446932
Australia,England,Australia,Adelaide,26-Jan-18,319.2406198,46.60604661,381.0748556,41.77264076
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,27-Jan-18,258.814951,67.40380497,281.3193078,53.96446932
Australia,England,England,Perth,28-Jan-18,338.3566575,49.56047223,350.8445122,40.77655224
South Africa,India,India,Durban,1-Feb-18,325.4138201,65.92190317,317.6815163,62.18143177
South Africa,India,India,Centurion,4-Feb-18,326.2256017,65.92190317,266.9411441,61.87059166
South Africa,India,India,Cape Town,7-Feb-18,326.2182227,65.92190317,246.1297395,61.58423652
South Africa,India,South Africa,Johannesburg,10-Feb-18,292.5551916,65.92190317,307.5291302,60.51243024
South Africa,India,India,Port Elizabeth,13-Feb-18,292.7066495,65.92190317,280.6065128,62.26125762
South Africa,India,India,Centurion,16-Feb-18,292.3403225,55.14570364,263.4457201,61.75079144
New Zealand,England,New Zealand,Hamilton,25-Feb-18,380.2953509,51.96840795,342.3733609,45.64085562
New Zealand,England,England,Mount Maunganui,28-Feb-18,377.2152859,51.96840795,300.0917085,47.95475675
New Zealand,England,England,Wellington,3-Mar-18,377.1670625,41.77264076,301.4615197,45.64085562
New Zealand,England,New Zealand,Dunedin,7-Mar-18,376.586243,41.77264076,349.4151106,45.64085562
New Zealand,England,England,Christchurch,10-Mar-18,376.5338022,41.77264076,301.4952452,45.64085562
Afghanistan,West Indies,Afghanistan,Harare,15-Mar-18,290.0275694,98.09024533,352.86801,56.47169897
Afghanistan,West Indies,Afghanistan,Harare,25-Mar-18,284.0637196,98.09024533,358.46801,58.55534925
England,Australia,England,The Oval,13-Jun-18,293.8655143,11.52716951,351.4131957,40.88258727
England,Australia,England,Cardiff,16-Jun-18,292.870219,11.52716951,335.658745,40.88258727
England,Australia,England,Nottingham,19-Jun-18,292.6484894,0,352.2096198,40.88258727
England,Australia,England,Chester-le-Street,21-Jun-18,238.4557824,11.51759834,354.2741972,29.88977449
England,Australia,England,Manchester,24-Jun-18,238.9499973,23.04476785,355.0911694,30.68682007
England,India,India,Nottingham,12-Jul-18,349.1341584,40.88258727,333.6797919,48.21082844
England,India,England,Lord's,14-Jul-18,348.6176466,40.88258727,335.2486445,48.21082844
England,India,England,Leeds,17-Jul-18,290.7135104,40.88258727,321.7617116,49.14248739
West Indies,Bangladesh,Bangladesh,Providence,22-Jul-18,291.8814589,76.6307306,352.7357499,59.0721943
West Indies,Bangladesh,West Indies,Providence,25-Jul-18,292.9675712,76.6307306,314.9005066,56.74624092
West Indies,Bangladesh,Bangladesh,Basseterre,28-Jul-18,294.099693,76.6307306,330.1358004,47.87230188
Sri Lanka,South Africa,South Africa,Dambulla,29-Jul-18,289.7194267,48.56394247,252.0493523,43.72351863
Sri Lanka,South Africa,South Africa,Dambulla,1-Aug-18,289.5010091,48.56394247,252.1220858,43.72351863
Sri Lanka,South Africa,South Africa,Pallekele,5-Aug-18,252.4699165,48.56394247,287.7646475,43.72351863
Sri Lanka,South Africa,Sri Lanka,Pallekele,8-Aug-18,238.6145248,24.22207112,331.0707902,43.72351863
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),12-Aug-18,230.1480016,24.65271145,337.7897064,43.72351863
Bangladesh,Sri Lanka,Bangladesh,Dubai (DSC),15-Sep-18,284.1653649,76.6307306,316.8249399,52.41155588
Afghanistan,Sri Lanka,Afghanistan,Abu Dhabi,17-Sep-18,317.8853013,77.69712937,281.406469,54.80438388
India,Pakistan,India,Dubai (DSC),19-Sep-18,305.2698691,65.92190317,253.0497337,66.66927537
Afghanistan,Bangladesh,Afghanistan,Abu Dhabi,20-Sep-18,318.7995233,86.84577313,238.0259741,60.51004283
Bangladesh,India,India,Dubai (DSC),21-Sep-18,248.3486961,76.6307306,292.4455617,68.38271285
Afghanistan,Pakistan,Pakistan,Abu Dhabi,21-Sep-18,318.0353013,77.69712937,278.0952865,22.0940301
India,Pakistan,India,Dubai (DSC),23-Sep-18,294.9799051,68.38271285,247.790665,49.70549032
Afghanistan,Bangladesh,Bangladesh,Abu Dhabi,23-Sep-18,324.1178567,86.84577313,255.5636434,56.63348542
Bangladesh,Pakistan,Bangladesh,Abu Dhabi,26-Sep-18,299.6032859,53.27647765,237.895567,49.38133137
Bangladesh,India,India,Dubai (DSC),28-Sep-18,265.6093262,53.27647765,292.2018171,68.38271285
Sri Lanka,England,England,Dambulla,13-Oct-18,381.8571113,30.88586301,281.719292,43.46443721
Sri Lanka,England,England,Pallekele,17-Oct-18,379.3942361,41.77264076,245.741156,43.46443721
Sri Lanka,England,England,Pallekele,20-Oct-18,378.2657825,41.77264076,244.4483446,34.95922433
India,West Indies,India,Guwahati,21-Oct-18,286.8103603,47.81443067,281.8280816,44.52847806
Sri Lanka,England,Sri Lanka,Colombo (RPS),23-Oct-18,300.1523503,41.57359782,246.1836224,33.03630018
India,West Indies,West Indies,Pune,27-Oct-18,260.3704918,56.83131258,292.4888356,33.84437764
India,West Indies,India,Mumbai (BS),29-Oct-18,323.9307494,54.20469428,290.0204534,41.84551143
India,West Indies,India,Thiruvananthapuram,1-Nov-18,325.4391314,54.20469428,253.9355194,42.67915071
Australia,South Africa,South Africa,Perth,4-Nov-18,198.9010779,54.59674576,229.8673699,66.59075243
New Zealand,Pakistan,New Zealand,Abu Dhabi,7-Nov-18,312.1263851,46.21496476,318.3502403,72.947641
New Zealand,Pakistan,Pakistan,Abu Dhabi,9-Nov-18,310.43588,46.21496476,321.6430849,77.10618977
Australia,South Africa,Australia,Adelaide,9-Nov-18,248.1433452,51.78814487,233.3156393,69.85654226
Australia,South Africa,South Africa,Hobart,11-Nov-18,247.1435646,51.78814487,233.0539913,69.85654226
Bangladesh,West Indies,Bangladesh,Dhaka,9-Dec-18,315.4900063,67.40380497,258.2387499,31.63065087
Bangladesh,West Indies,West Indies,Dhaka,11-Dec-18,321.2027558,67.40380497,218.2267769,31.63065087
Bangladesh,West Indies,Bangladesh,Sylhet,14-Dec-18,311.4080433,56.63348542,218.8899687,31.63065087
New Zealand,Sri Lanka,New Zealand,Mount Maunganui,3-Jan-19,273.3464601,58.85758678,312.4008025,40.5620136
New Zealand,Sri Lanka,New Zealand,Mount Maunganui,5-Jan-19,275.2791601,56.77164665,328.9826964,40.5620136
New Zealand,Sri Lanka,New Zealand,Nelson,8-Jan-19,278.2701256,55.69972262,298.8088016,48.72616686
Australia,India,Australia,Sydney,12-Jan-19,330.6680808,41.94849298,314.1490506,60.64460423
Australia,India,Australia,Sydney,12-Jan-19,379.3943403,42.18562871,333.3970854,61.20737204
Australia,India,India,Adelaide,15-Jan-19,340.3445292,41.94849298,314.5287691,49.68648604
Australia,India,India,Adelaide,15-Jan-19,379.5459651,42.18562871,333.1689244,50.24925386
Australia,India,India,Melbourne,18-Jan-19,338.604765,30.98716302,312.1560228,49.10271013
Australia,India,India,Melbourne,18-Jan-19,350.0363518,31.22429875,334.9322831,57.92449127
South Africa,Pakistan,Pakistan,Port Elizabeth,19-Jan-19,343.8244588,78.27578852,267.1728431,52.81327876
South Africa,Pakistan,South Africa,Durban,22-Jan-19,313.6519375,66.04213047,281.2687912,33.543611
New Zealand,India,India,Napier,23-Jan-19,295.7079907,51.58694989,313.2434555,59.78640868
New Zealand,India,India,Napier,23-Jan-19,311.2970139,60.5294677,382.465621,60.27416945
South Africa,Pakistan,South Africa,Centurion,25-Jan-19,352.0101897,77.81169768,299.5191284,47.5536181
New Zealand,India,India,Mount Maunganui,26-Jan-19,295.6839817,51.58694989,319.7668958,57.99360147
New Zealand,India,India,Mount Maunganui,26-Jan-19,311.2241982,60.5294677,358.5567026,58.15743891
South Africa,Pakistan,Pakistan,Johannesburg,27-Jan-19,330.9558944,82.3581941,301.4621453,52.96514471
New Zealand,India,India,Mount Maunganui,28-Jan-19,320.2176002,60.77686463,311.3739074,58.88511393
New Zealand,India,India,Mount Maunganui,28-Jan-19,341.3618833,69.80567461,349.6191835,59.45864046
South Africa,Pakistan,South Africa,Cape Town,30-Jan-19,332.0058944,82.3581941,253.7686081,76.26964272
New Zealand,India,New Zealand,Hamilton,31-Jan-19,257.5288383,58.95224581,341.7712312,56.53391746
New Zealand,India,New Zealand,Hamilton,31-Jan-19,277.7291849,67.88876046,388.475068,57.53658601
New Zealand,India,India,Wellington,3-Feb-19,270.0184825,46.87048003,338.4726718,56.53391746
New Zealand,India,India,Wellington,3-Feb-19,291.4195559,55.62923791,385.9936401,57.53658601
New Zealand,Bangladesh,New Zealand,Napier,13-Feb-19,307.4348907,46.10606032,338.8086301,69.43264644
New Zealand,Bangladesh,New Zealand,Christchurch,16-Feb-19,313.3626267,46.10606032,314.880689,58.74361332
New Zealand,Bangladesh,New Zealand,Dunedin,20-Feb-19,275.4174965,56.45698766,341.2044188,67.95258156
West Indies,England,England,Bridgetown,20-Feb-19,387.9300014,42.08802454,324.9660228,44.18523992
West Indies,England,West Indies,Bridgetown,22-Feb-19,391.8478082,41.46969124,281.725334,54.32787237
West Indies,England,England,St George's,27-Feb-19,381.1734741,42.08802454,285.8372763,54.32787237
India,Australia,India,Hyderabad (Deccan),2-Mar-19,315.2872726,46.78855418,324.827679,54.46443953
West Indies,England,West Indies,Gros Islet,2-Mar-19,414.9923655,41.53773477,285.8664054,54.32787237
India,Australia,India,Hyderabad (Deccan),2-Mar-19,333.957865,46.78855418,346.2971423,63.36990941
South Africa,Sri Lanka,South Africa,Johannesburg,3-Mar-19,238.7153059,64.24989333,250.3130484,42.38626252
India,Australia,India,Nagpur,5-Mar-19,365.5996425,43.94937952,325.2687754,54.46443953
India,Australia,India,Nagpur,5-Mar-19,413.110423,43.94937952,346.4000926,63.36990941
South Africa,Sri Lanka,South Africa,Centurion,6-Mar-19,241.6236977,61.55580428,255.9812596,42.38626252
India,Australia,Australia,Ranchi,8-Mar-19,338.1587763,44.13062529,324.9437477,54.46443953
India,Australia,Australia,Ranchi,8-Mar-19,379.0604303,44.13062529,346.2444549,63.36990941
India,Australia,Australia,Mohali,10-Mar-19,294.3617167,46.96979995,288.983146,55.15738597
South Africa,Sri Lanka,South Africa,Durban,10-Mar-19,240.4747287,75.21391211,255.0818414,34.2188537
India,Australia,Australia,Mohali,10-Mar-19,303.5840166,46.96979995,307.8110305,64.00760845
India,Australia,Australia,Delhi,13-Mar-19,291.2250421,44.13062529,276.9964149,66.03965912
South Africa,Sri Lanka,South Africa,Port Elizabeth,13-Mar-19,269.8420062,47.57469257,238.8897867,30.27271381
India,Australia,Australia,Delhi,13-Mar-19,330.2709709,44.13062529,295.2472433,74.99623397
South Africa,Sri Lanka,South Africa,Cape Town,16-Mar-19,231.5734048,65.96758858,242.9801871,42.38626252
Australia,Pakistan,Australia,Sharjah,22-Mar-19,354.3295191,42.58023453,264.0103889,41.8623726
Australia,Pakistan,Australia,Sharjah,24-Mar-19,357.0723763,42.58023453,268.8730334,28.59021396
Australia,Pakistan,Australia,Abu Dhabi,27-Mar-19,333.3668903,44.22445911,268.9347306,45.96190344
Australia,Pakistan,Australia,Dubai (DSC),29-Mar-19,363.6525072,42.20496216,175.6347235,37.45391293
Australia,Pakistan,Australia,Dubai (DSC),31-Mar-19,337.9114141,42.48004175,175.8837711,37.45391293
Bangladesh,West Indies,Bangladesh,Dublin,7-May-19,314.8883518,59.99790252,203.8241743,59.65954274
England,Pakistan,England,Southampton,11-May-19,384.6420881,42.29875224,362.3103059,44.50138726
Bangladesh,West Indies,Bangladesh,Dublin (Malahide),13-May-19,316.1703296,50.66735626,240.0386847,49.54861932
England,Pakistan,England,Bristol,14-May-19,391.5735405,42.24467955,375.8193463,56.71073305
England,Pakistan,England,Nottingham,17-May-19,344.3607906,45.58561333,411.3422439,51.49521037
Bangladesh,West Indies,Bangladesh,Dublin (Malahide),17-May-19,306.9591461,46.10606032,240.4033696,49.51691029
England,Pakistan,England,Leeds,19-May-19,400.7265675,41.74846247,350.0939126,52.29677367
England,South Africa,England,The Oval,30-May-19,381.3307386,47.64450656,281.8594179,65.96758858
England,South Africa,England,The Oval,30-May-19,466.1578544,48.33367803,351.2661684,66.57728037
Pakistan,West Indies,West Indies,Nottingham,31-May-19,382.9366285,66.53432192,376.3422774,55.76610935
Afghanistan,Australia,Australia,Bristol,1-Jun-19,298.2703934,86.43548532,369.6516107,49.94386896
New Zealand,Sri Lanka,New Zealand,Cardiff,1-Jun-19,343.2846846,69.43264644,328.857923,50.52757279
Bangladesh,South Africa,Bangladesh,The Oval,2-Jun-19,307.2903569,59.99790252,307.1925951,61.84794234
England,Pakistan,Pakistan,Nottingham,3-Jun-19,387.7645866,46.20394663,393.1177498,65.75249642
Afghanistan,Sri Lanka,Sri Lanka,Cardiff,4-Jun-19,309.5537268,86.43548532,298.9092443,59.55138232
India,South Africa,India,Southampton,5-Jun-19,328.4564857,64.3473007,322.310962,57.93995605
